x1 (cm),y1 (cm),freq (GHz),"Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3","Electric field norm (V/m), Point Probe 2","Electric field norm (V/m), Detector 1","Electric field norm (V/m), Detector 2p","Electric field norm (V/m), Detector 2n","Electric field norm (V/m), Boundary Probe 3n","Electric field norm (V/m), Boundary Probe 4n","Electric field norm (V/m), Boundary Probe 4p","Electric field norm (V/m), Boundary Probe 3p"
-6,-6,2.6,0.72738,0.67039,0.68057,0.8364,0.46368,0.46368,1.2035,1.0975,1.0975,1.2035
-6,-6,2.7,0.73053,0.66416,0.68023,0.82216,0.4954,0.4954,1.2881,0.97795,0.97795,1.2881
-6,-6,2.8,0.7424,0.66358,0.67123,0.84087,0.5304,0.5304,1.3306,0.86546,0.86546,1.3306
-6,-6,2.9,0.7621,0.6711,0.64586,0.88531,0.55731,0.55731,1.3331,0.81194,0.81194,1.3331
-6,-6,3,0.78576,0.68054,0.59954,0.93282,0.55787,0.55787,1.3062,0.88026,0.88026,1.3062
-6,-6,3.1,0.80393,0.67927,0.55352,0.94239,0.52852,0.52852,1.279,1.0238,1.0238,1.279
-6,-6,3.2,0.80883,0.6626,0.54297,0.89531,0.51783,0.51783,1.2743,1.106,1.106,1.2743
-6,-6,3.3,0.80352,0.64658,0.55024,0.82131,0.56264,0.56264,1.2767,1.096,1.096,1.2767
-6,-6,3.4,0.79146,0.6455,0.54244,0.74937,0.63505,0.63505,1.2668,1.0405,1.0405,1.2668
-6,-6,3.5,0.77217,0.65284,0.50767,0.68697,0.70218,0.70218,1.2404,0.97648,0.97648,1.2404
-6,-6,3.6,0.74492,0.6568,0.44378,0.63696,0.74643,0.74643,1.1975,0.91529,0.91529,1.1975
-6,-6,3.7,0.71213,0.64966,0.35332,0.6119,0.75577,0.75578,1.1394,0.86996,0.86996,1.1394
-6,-6,3.8,0.68105,0.62868,0.37078,0.62758,0.71688,0.71688,1.082,0.88629,0.88629,1.082
-6,-6,3.9,0.65671,0.60773,0.434,0.65718,0.63992,0.63992,1.0797,0.96329,0.96329,1.0797
-6,-6,4,0.64344,0.61839,0.51246,0.6403,0.59915,0.59915,1.1395,0.97098,0.97098,1.1395
-6,-6,4.1,0.63286,0.63699,0.56265,0.58907,0.62242,0.62242,1.1805,0.89504,0.89504,1.1805
-6,-6,4.2,0.62082,0.6432,0.58313,0.53955,0.66965,0.66965,1.18,0.81421,0.81421,1.18
-6,-6,4.3,0.60659,0.63822,0.58807,0.49949,0.71661,0.71661,1.1555,0.76154,0.76154,1.1555
-6,-6,4.4,0.58905,0.6267,0.58652,0.46382,0.75455,0.75455,1.1225,0.7456,0.7456,1.1225
-6,-6,4.5,0.56846,0.61793,0.58896,0.43377,0.77471,0.77471,1.0879,0.78682,0.78682,1.0879
-6,-6,4.6,0.55316,0.62324,0.62179,0.4389,0.75912,0.75912,1.0682,0.90896,0.90896,1.0682
-6,-6,4.7,0.55859,0.63676,0.70235,0.50413,0.69996,0.69996,1.1376,1.0352,1.0352,1.1376
-6,-6,4.8,0.57842,0.63141,0.75295,0.54651,0.67439,0.67439,1.2501,1.0492,1.0492,1.2501
-6,-6,4.9,0.58611,0.61393,0.74884,0.54719,0.70366,0.70366,1.2892,1.0372,1.0372,1.2892
-6,-6,5,0.58454,0.60143,0.72595,0.54642,0.74156,0.74156,1.2778,1.04,1.04,1.2778
-6,-6,5.1,0.57737,0.59856,0.69706,0.55617,0.7715,0.7715,1.2465,1.0396,1.0396,1.2465
-6,-6,5.2,0.56576,0.59913,0.66416,0.57144,0.78718,0.78718,1.2099,1.0336,1.0336,1.2099
-6,-6,5.3,0.55431,0.59953,0.63129,0.5806,0.7784,0.7784,1.172,1.051,1.051,1.172
-6,-6,5.4,0.55632,0.59895,0.60842,0.587,0.71984,0.71984,1.1355,1.1258,1.1258,1.1355
-6,-6,5.5,0.57688,0.58717,0.6032,0.65271,0.60136,0.60136,1.1476,1.1569,1.1569,1.1476
-6,-6,5.6,0.59699,0.58584,0.60977,0.72172,0.56914,0.56914,1.1734,1.0689,1.0689,1.1734
-6,-6,5.7,0.61474,0.59916,0.61343,0.74056,0.59928,0.59928,1.1518,1.0198,1.0198,1.1518
-6,-6,5.8,0.6323,0.61274,0.60179,0.74168,0.63498,0.63498,1.1127,1.0109,1.0109,1.1127
-6,-6,5.9,0.64621,0.62021,0.56934,0.73959,0.66869,0.66869,1.072,1.0178,1.0178,1.072
-6,-6,6,0.65456,0.61834,0.5168,0.73839,0.69373,0.69373,1.0332,1.0378,1.0378,1.0332
-6,-6,6.1,0.65702,0.60936,0.44788,0.73135,0.69805,0.69805,0.99637,1.0884,1.0884,0.99637
-6,-6,6.2,0.65316,0.60737,0.35833,0.70277,0.66136,0.66136,0.9803,1.1838,1.1838,0.9803
-6,-6,6.3,0.65443,0.62212,0.40132,0.7102,0.62897,0.62897,1.046,1.1956,1.1956,1.046
-6,-6,6.4,0.67093,0.62737,0.48504,0.74231,0.66933,0.66933,1.0619,1.1483,1.1483,1.0619
-6,-6,6.5,0.68357,0.62767,0.52739,0.7415,0.70812,0.70812,1.033,1.1396,1.1396,1.033
-6,-6,6.6,0.69043,0.62566,0.55019,0.728,0.74559,0.74559,1.0014,1.1324,1.1324,1.0014
-6,-6,6.7,0.69161,0.62929,0.56439,0.71253,0.78193,0.78193,0.97697,1.1174,1.1174,0.97697
-6,-6,6.8,0.68826,0.63926,0.57732,0.70241,0.81063,0.81063,0.96342,1.1018,1.1018,0.96342
-6,-6,6.9,0.68191,0.65079,0.59472,0.69657,0.82115,0.82115,0.95961,1.1042,1.1042,0.95961
-6,-6,7,0.67638,0.65436,0.6548,0.67547,0.79453,0.79453,0.98097,1.1174,1.1174,0.98097
-6,-6,7.1,0.69721,0.64218,0.79044,0.68203,0.77336,0.77336,1.0282,1.0463,1.0463,1.0282
-6,-6,7.2,0.72026,0.63339,0.8315,0.69807,0.78923,0.78923,1.0165,0.99511,0.99511,1.0165
-6,-6,7.3,0.73666,0.63308,0.83446,0.70172,0.81053,0.81053,1.0015,0.96052,0.96052,1.0015
-6,-6,7.4,0.74941,0.63952,0.81916,0.7048,0.83705,0.83705,0.99609,0.93567,0.93567,0.99609
-6,-6,7.5,0.75723,0.64485,0.78704,0.70914,0.86266,0.86266,0.9981,0.92673,0.92673,0.9981
-6,-6,7.6,0.75728,0.64249,0.74059,0.71503,0.87577,0.87577,1.0023,0.93979,0.93979,1.0023
-6,-6,7.7,0.74777,0.63008,0.68824,0.72042,0.85943,0.85943,1.0063,0.97902,0.97902,1.0063
-6,-6,7.8,0.74169,0.6148,0.6824,0.71296,0.78782,0.78782,1.0306,0.98029,0.98029,1.0306
-6,-6,7.9,0.75953,0.62166,0.69716,0.71835,0.76147,0.76147,1.0391,0.96285,0.96285,1.0391
-6,-6,8,0.76352,0.63331,0.68269,0.70757,0.76332,0.76332,1.0227,0.95383,0.95383,1.0227
-6,-6,8.1,0.76175,0.64197,0.66594,0.68718,0.77563,0.77563,1.0056,0.92789,0.92789,1.0056
-6,-6,8.2,0.75678,0.64274,0.64033,0.66867,0.79386,0.79386,0.99126,0.91132,0.91132,0.99126
-6,-6,8.3,0.74728,0.6359,0.59977,0.65479,0.81021,0.81021,0.98172,0.91641,0.91641,0.98172
-6,-6,8.4,0.7309,0.62686,0.5442,0.64403,0.81512,0.81512,0.97824,0.94538,0.94538,0.97824
-6,-6,8.5,0.70719,0.6244,0.48144,0.63139,0.79182,0.79182,0.98635,0.98402,0.98402,0.98635
-6,-6,8.6,0.69629,0.62798,0.42568,0.62604,0.75602,0.75602,1.0079,0.97926,0.97926,1.0079
-6,-6,8.7,0.69194,0.62729,0.38788,0.63045,0.75598,0.75598,0.98721,0.99368,0.99368,0.98721
-6,-6,8.8,0.68422,0.62086,0.36671,0.61516,0.76695,0.76695,0.96652,0.97429,0.97429,0.96652
-6,-6,8.9,0.67544,0.61489,0.35562,0.5931,0.79114,0.79114,0.95233,0.94733,0.94733,0.95233
-6,-6,9,0.66578,0.61662,0.35358,0.57607,0.82206,0.82206,0.94623,0.93544,0.93544,0.94623
-6,-6,9.1,0.65401,0.6224,0.37329,0.56829,0.85281,0.85281,0.94828,0.94468,0.94468,0.94828
-6,-6,9.2,0.63837,0.6255,0.42452,0.56736,0.87246,0.87246,0.95736,0.9741,0.9741,0.95736
-6,-6,9.3,0.62123,0.62172,0.51987,0.56525,0.86152,0.86151,0.97551,0.99411,0.99411,0.97551
-6,-6,9.4,0.61784,0.61248,0.63644,0.58959,0.86119,0.86119,0.97649,1.0257,1.0257,0.97649
-6,-6,9.5,0.61833,0.60665,0.7161,0.6116,0.86222,0.86222,0.96592,1.0265,1.0265,0.96592
-6,-6,9.6,0.6183,0.60841,0.75495,0.61954,0.87627,0.87627,0.96132,1.0088,1.0088,0.96132
-6,-6,9.7,0.61732,0.6116,0.76426,0.62224,0.89845,0.89845,0.96571,1.0069,1.0069,0.96571
-6,-6,9.8,0.61613,0.61084,0.7551,0.62793,0.92004,0.92004,0.97513,1.0231,1.0231,0.97513
-6,-6,9.9,0.61378,0.60367,0.73501,0.63835,0.93492,0.93492,0.98527,1.0495,1.0495,0.98527
-6,-6,10,0.60963,0.59243,0.71511,0.6478,0.93097,0.93097,0.99775,1.0736,1.0736,0.99775
-6,-6,10.1,0.61454,0.58981,0.74191,0.6559,0.91052,0.91052,1.0094,1.0928,1.0928,1.0094
-6,-6,10.2,0.62918,0.60028,0.77552,0.67284,0.88554,0.88554,1.0053,1.0985,1.0985,1.0053
-6,-6,10.3,0.64564,0.60789,0.79038,0.68575,0.8706,0.8706,0.9994,1.0587,1.0587,0.9994
-6,-6,10.4,0.65861,0.60866,0.77726,0.68747,0.88114,0.88114,0.99218,1.0273,1.0273,0.99218
-6,-6,10.5,0.66893,0.60809,0.74978,0.68186,0.90098,0.90098,0.98698,1.0174,1.0174,0.98699
-6,-6,10.6,0.67729,0.60889,0.71224,0.67229,0.91933,0.91933,0.98555,1.0198,1.0198,0.98555
-6,-6,10.7,0.68146,0.61611,0.66447,0.65951,0.92996,0.92996,0.98797,1.0306,1.0306,0.98797
-6,-6,10.8,0.68108,0.62632,0.61555,0.64218,0.92552,0.92552,0.99414,1.0431,1.0431,0.99414
-6,-6,10.9,0.68458,0.63189,0.57096,0.62911,0.91435,0.91435,0.98704,1.0722,1.0722,0.98704
-6,-6,11,0.69211,0.62674,0.53168,0.6187,0.88673,0.88673,0.97146,1.066,1.066,0.97146
-6,-6,11.1,0.7024,0.61605,0.50437,0.6139,0.87454,0.87454,0.95682,1.0407,1.0407,0.95682
-6,-6,11.2,0.70964,0.61531,0.48637,0.60814,0.88329,0.88329,0.95122,1.041,1.041,0.95122
-6,-6,11.3,0.71503,0.62313,0.47511,0.60318,0.89801,0.89801,0.95168,1.0528,1.0528,0.95168
-6,-6,11.4,0.71861,0.63126,0.47219,0.59989,0.91198,0.91198,0.95572,1.0625,1.0625,0.95572
-6,-6,11.5,0.71792,0.6342,0.48112,0.59537,0.91876,0.91876,0.96199,1.067,1.067,0.96199
-6,-6,11.6,0.71515,0.63083,0.50161,0.59305,0.91935,0.91935,0.96326,1.0769,1.0769,0.96326
-6,-6,11.7,0.70986,0.62486,0.52745,0.59411,0.9011,0.9011,0.95944,1.073,1.073,0.95944
-6,-6,11.8,0.71121,0.62661,0.53889,0.59512,0.87101,0.87101,0.94998,1.0385,1.0385,0.94998
-6,-6,11.9,0.71868,0.63424,0.51801,0.59871,0.86639,0.86639,0.94525,1.0186,1.0186,0.94525
-6,-6,12,0.72373,0.63733,0.49454,0.60419,0.88063,0.88063,0.95169,1.0154,1.0154,0.95169
-6,-6,12.1,0.72755,0.63588,0.48308,0.61179,0.89906,0.89906,0.96258,1.0035,1.0035,0.96258
-6,-6,12.2,0.73045,0.63148,0.48174,0.61862,0.91412,0.91412,0.97477,0.98692,0.98692,0.97477
-6,-6,12.3,0.73152,0.62743,0.49762,0.61973,0.92322,0.92322,0.98501,0.97996,0.97996,0.98502
-6,-6,12.4,0.72801,0.62616,0.53404,0.61788,0.92079,0.92079,0.9913,0.97992,0.97992,0.9913
-6,-6,12.5,0.72176,0.62809,0.60275,0.61554,0.89502,0.89502,0.99283,0.96449,0.96449,0.99283
-6,-6,12.6,0.72401,0.62595,0.6765,0.6176,0.87081,0.87081,0.9817,0.93631,0.93631,0.9817
-6,-6,12.7,0.72854,0.62156,0.67971,0.61815,0.89138,0.89138,0.97378,0.96482,0.96482,0.97378
-6,-6,12.8,0.72446,0.61984,0.65161,0.60914,0.91776,0.91776,0.98136,0.99696,0.99696,0.98136
-6,-6,12.9,0.71718,0.6221,0.62135,0.59484,0.93925,0.93925,0.99447,1.0085,1.0085,0.99447
-6,-6,13,0.70989,0.6275,0.59227,0.58012,0.95758,0.95758,1.0058,1.0107,1.0107,1.0058
-6,-6,13.1,0.70288,0.63128,0.5649,0.56714,0.97379,0.97379,1.0098,1.01,1.01,1.0098
-6,-6,13.2,0.69473,0.62994,0.54234,0.55599,0.97749,0.97749,1.0068,0.99988,0.99988,1.0068
-6,-6,13.3,0.68884,0.62495,0.53694,0.54247,0.96116,0.96116,0.99462,0.96544,0.96544,0.99462
-6,-6,13.4,0.69409,0.62012,0.54481,0.54421,0.95452,0.95451,0.97577,0.93805,0.93805,0.97577
-6,-6,13.5,0.69651,0.61891,0.53265,0.56471,0.97799,0.97799,0.97563,0.96106,0.96106,0.97563
-6,-6,13.6,0.69128,0.6203,0.52595,0.57254,0.99534,0.99534,0.9867,0.96891,0.96891,0.9867
-6,-6,13.7,0.6834,0.61946,0.53429,0.57158,1.0069,1.0069,0.99851,0.96747,0.96747,0.99851
-6,-6,13.8,0.6753,0.61497,0.55786,0.56737,1.0154,1.0154,1.0065,0.9667,0.9667,1.0065
-6,-6,13.9,0.66668,0.60821,0.58683,0.56464,1.0165,1.0165,1.0111,0.96551,0.96551,1.0111
-6,-6,14,0.65686,0.60456,0.60672,0.56419,1.0033,1.0033,1.0135,0.9603,0.9603,1.0135
-6,-6,14.1,0.6489,0.6093,0.6062,0.55905,0.96662,0.96662,1.0117,0.94496,0.94496,1.0117
-6,-6,14.2,0.65384,0.61254,0.58456,0.57435,0.94276,0.94276,0.99985,0.97756,0.97756,0.99985
-6,-6,14.3,0.65642,0.60925,0.55637,0.61306,0.94612,0.94612,1.0105,1.0181,1.0181,1.0105
-6,-6,14.4,0.65473,0.60595,0.53751,0.63764,0.95023,0.95023,1.0303,1.0372,1.0372,1.0303
-6,-6,14.5,0.65265,0.60319,0.53162,0.65158,0.95615,0.95615,1.0457,1.0493,1.0493,1.0457
-6,-6,14.6,0.65145,0.60237,0.53491,0.65979,0.95996,0.95996,1.0542,1.0529,1.0529,1.0542
-6,-6,14.7,0.65073,0.60605,0.54131,0.66491,0.95741,0.95741,1.0567,1.0475,1.0475,1.0567
-6,-6,14.8,0.64885,0.60988,0.54637,0.66566,0.94261,0.94261,1.0542,1.0293,1.0293,1.0542
-6,-6,14.9,0.64736,0.60661,0.54806,0.64922,0.91264,0.91264,1.0441,1.0063,1.0063,1.0441
-6,-6,15,0.65523,0.59962,0.50737,0.63925,0.91318,0.91318,1.0372,1.0317,1.0317,1.0372
-6,-6,15.1,0.66016,0.59906,0.4632,0.63997,0.92234,0.92233,1.0524,1.0386,1.0386,1.0524
-6,-6,15.2,0.66267,0.60586,0.43764,0.63037,0.93196,0.93196,1.0679,1.0449,1.0449,1.0679
-6,-6,15.3,0.66562,0.61424,0.42409,0.61819,0.94198,0.94198,1.0744,1.0525,1.0525,1.0744
-6,-6,15.4,0.67007,0.61974,0.41785,0.6087,0.94999,0.94999,1.0722,1.0566,1.0566,1.0722
-6,-6,15.5,0.67547,0.62054,0.41801,0.60351,0.95376,0.95376,1.0645,1.0537,1.0537,1.0645
-6,-6,15.6,0.6801,0.61764,0.42828,0.60092,0.94772,0.94772,1.0549,1.041,1.041,1.0549
-6,-6,15.7,0.68531,0.61769,0.46044,0.58537,0.93888,0.93888,1.0405,1.0418,1.0418,1.0405
-6,-6,15.8,0.69478,0.62297,0.47442,0.5797,0.95458,0.95458,1.0383,1.0596,1.0596,1.0383
-6,-6,15.9,0.69802,0.62586,0.48556,0.57387,0.96581,0.96581,1.052,1.0674,1.0674,1.052
-6,-6,16,0.69775,0.62562,0.50798,0.55824,0.97833,0.97832,1.0615,1.0802,1.0802,1.0615
-6,-6,16.1,0.69755,0.62334,0.54041,0.54278,0.99007,0.99006,1.0622,1.0874,1.0874,1.0622
-6,-6,16.2,0.69935,0.62111,0.57664,0.53533,0.99882,0.99881,1.0576,1.0817,1.0817,1.0576
-6,-6,16.3,0.70296,0.62209,0.60633,0.53954,1.0003,1.0003,1.0517,1.062,1.062,1.0517
-6,-6,16.4,0.70654,0.62523,0.61822,0.55351,0.9848,0.9848,1.0456,1.0348,1.0348,1.0456
-6,-6,16.5,0.71504,0.62357,0.63325,0.5643,0.97221,0.97221,1.0328,1.0302,1.0302,1.0328
-6,-6,16.6,0.72654,0.61827,0.64943,0.58727,0.97974,0.97973,1.0418,1.0185,1.0185,1.0418
-6,-6,16.7,0.73245,0.61863,0.65987,0.60015,0.98977,0.98976,1.0603,1.0175,1.0175,1.0603
-6,-6,16.8,0.73367,0.62351,0.67749,0.60035,1.001,1.001,1.0708,1.0154,1.0154,1.0708
-6,-6,16.9,0.73231,0.62855,0.69868,0.59424,1.0076,1.0075,1.0715,1.0048,1.0048,1.0715
-6,-6,17,0.72957,0.63124,0.71283,0.58556,1.0079,1.0079,1.0652,0.98792,0.98792,1.0652
-6,-6,17.1,0.72489,0.6291,0.70845,0.57579,1.0006,1.0006,1.0547,0.96716,0.96716,1.0547
-6,-6,17.2,0.71776,0.6228,0.67572,0.56449,0.98069,0.98069,1.0416,0.95434,0.95434,1.0416
-6,-6,17.3,0.7178,0.62035,0.60665,0.55024,0.97914,0.97914,1.0334,0.95195,0.95195,1.0334
-6,-6,17.4,0.7191,0.6205,0.51402,0.55261,0.98173,0.98173,1.0469,0.95215,0.95215,1.0469
-6,-6,17.5,0.71901,0.62231,0.44934,0.55695,0.99103,0.99103,1.0618,0.96958,0.96958,1.0618
-6,-6,17.6,0.71689,0.62245,0.4298,0.55647,1.0011,1.0011,1.0637,0.9761,0.9761,1.0637
-6,-6,17.7,0.71397,0.62088,0.42911,0.55332,1.0075,1.0075,1.0571,0.97104,0.97104,1.0571
-6,-6,17.8,0.7102,0.61781,0.42541,0.54881,1.0096,1.0096,1.0477,0.96164,0.96164,1.0477
-6,-6,17.9,0.70407,0.61582,0.41162,0.54217,1.0052,1.0052,1.0386,0.95379,0.95379,1.0386
-6,-6,18,0.69542,0.6194,0.39453,0.52968,0.99437,0.99437,1.0268,0.9603,0.9603,1.0268
-6,-6,18.1,0.68971,0.62356,0.3855,0.51186,0.99129,0.99129,1.0242,0.95911,0.95911,1.0242
-6,-6,18.2,0.68581,0.62159,0.39804,0.50897,0.98575,0.98575,1.0328,0.97789,0.97789,1.0328
-6,-6,18.3,0.68188,0.61798,0.42486,0.51534,0.98803,0.98803,1.0403,0.99749,0.99749,1.0403
-6,-6,18.4,0.67742,0.61527,0.45304,0.52156,0.99155,0.99155,1.0394,1.001,1.001,1.0394
-6,-6,18.5,0.67302,0.61336,0.47955,0.53033,0.99267,0.99267,1.0332,0.9953,0.9953,1.0332
-6,-6,18.6,0.66871,0.61272,0.50156,0.54459,0.98945,0.98945,1.0248,0.98528,0.98528,1.0248
-6,-6,18.7,0.66345,0.61057,0.51227,0.56241,0.97758,0.97758,1.0155,0.97795,0.97795,1.0155
-6,-6,18.8,0.65878,0.60548,0.53057,0.57394,0.9672,0.96719,1.0068,0.97425,0.97425,1.0068
-6,-6,18.9,0.65663,0.60135,0.57284,0.57669,0.95697,0.95697,1.011,0.98511,0.98511,1.011
-6,-6,19,0.65743,0.59956,0.62953,0.58626,0.95664,0.95663,1.0266,1.0192,1.0192,1.0266
-6,-6,19.1,0.65593,0.60178,0.66801,0.59952,0.9608,0.9608,1.0343,1.0376,1.0376,1.0343
-6,-6,19.2,0.65354,0.60594,0.69721,0.60484,0.96151,0.96151,1.0329,1.045,1.045,1.0329
-6,-6,19.3,0.65191,0.60971,0.71958,0.60396,0.95899,0.95899,1.0281,1.0485,1.0485,1.0281
-6,-6,19.4,0.65141,0.61107,0.7263,0.60092,0.95295,0.95294,1.0233,1.0488,1.0488,1.0233
-6,-6,19.5,0.65125,0.60997,0.70836,0.59933,0.94386,0.94386,1.0194,1.0478,1.0478,1.0194
-6,-6,19.6,0.65324,0.60897,0.67292,0.59532,0.9408,0.94079,1.0209,1.0383,1.0383,1.0209
-6,-6,19.7,0.65818,0.61006,0.61663,0.58323,0.93916,0.93916,1.03,1.0498,1.0498,1.03
-6,-6,19.8,0.66682,0.60983,0.56807,0.57751,0.95494,0.95493,1.0414,1.0651,1.0651,1.0414
-6,-6,19.9,0.67333,0.60917,0.55221,0.58012,0.96909,0.96908,1.0436,1.0615,1.0615,1.0436
-6,-6,20,0.67854,0.61015,0.56004,0.57548,0.97719,0.97718,1.0394,1.0566,1.0566,1.0394
-6,-6,20.1,0.68263,0.61155,0.56778,0.56375,0.98153,0.98152,1.0328,1.0507,1.0507,1.0328
-6,-6,20.2,0.68502,0.61413,0.55937,0.54923,0.98181,0.9818,1.0262,1.0427,1.0427,1.0262
-6,-6,20.3,0.68644,0.61808,0.52639,0.53686,0.98295,0.98294,1.0217,1.0294,1.0294,1.0217
-6,-6,20.4,0.68615,0.61945,0.46397,0.52651,0.97949,0.97948,1.0218,1.0219,1.0219,1.0218
-6,-6,20.5,0.68716,0.61721,0.37396,0.51172,0.97663,0.97662,1.0261,1.0361,1.0361,1.0261
-6,-6,20.6,0.69405,0.61723,0.3623,0.50889,0.99276,0.99275,1.0291,1.0432,1.0431,1.0291
-6,-6,20.7,0.70256,0.61868,0.42196,0.5212,1.0051,1.0051,1.026,1.0437,1.0437,1.026
-6,-6,20.8,0.71081,0.62085,0.45836,0.53377,1.0122,1.0122,1.0191,1.0472,1.0472,1.0191
-6,-6,20.9,0.71756,0.62323,0.47504,0.54463,1.0142,1.0142,1.0104,1.0476,1.0476,1.0104
-6,-6,21,0.72117,0.62342,0.47199,0.55353,1.01,1.01,1.0015,1.0405,1.0405,1.0015
-6,-6,21.1,0.72104,0.61977,0.45559,0.55937,1.0039,1.0039,0.99629,1.0251,1.0251,0.99629
-6,-6,21.2,0.71617,0.6149,0.44402,0.56273,0.98932,0.98932,0.99849,1.0164,1.0164,0.99849
-6,-6,21.3,0.71443,0.61659,0.5117,0.5573,0.97954,0.97953,1.0102,1.0156,1.0156,1.0102
-6,-6,21.4,0.71817,0.61895,0.59564,0.56019,0.98599,0.98598,1.0146,0.99744,0.99744,1.0146
-6,-6,21.5,0.71986,0.62005,0.638,0.56675,0.98716,0.98715,1.0141,0.98745,0.98744,1.0141
-6,-6,21.6,0.72038,0.62099,0.66333,0.56836,0.9864,0.98639,1.0111,0.98204,0.98204,1.0111
-6,-6,21.7,0.72045,0.62188,0.67569,0.568,0.98321,0.98321,1.0073,0.97647,0.97647,1.0073
-6,-6,21.8,0.71947,0.62233,0.67074,0.56776,0.97973,0.97972,1.0055,0.96782,0.96782,1.0055
-6,-6,21.9,0.71532,0.62267,0.64251,0.56633,0.97374,0.97373,1.0069,0.96192,0.96192,1.0069
-6,-6,22,0.70736,0.62458,0.59501,0.56233,0.96246,0.96246,1.0109,0.9677,0.9677,1.0109
-6,-6,22.1,0.70523,0.62266,0.57841,0.54768,0.95996,0.95996,1.0141,0.97271,0.97271,1.0141
-6,-6,22.2,0.70608,0.61872,0.56363,0.54315,0.962,0.96199,1.0121,0.96749,0.96749,1.0121
-6,-6,22.3,0.70423,0.6179,0.55071,0.54075,0.95818,0.95817,1.0082,0.97853,0.97853,1.0081
-6,-6,22.4,0.70174,0.61729,0.54704,0.53439,0.95378,0.95377,1.0028,0.99183,0.99183,1.0028
-6,-6,22.5,0.69965,0.61755,0.54009,0.52844,0.94896,0.94896,0.99725,1.0009,1.0009,0.99725
-6,-6,22.6,0.69765,0.61798,0.5195,0.52493,0.9443,0.94429,0.99314,1.0052,1.0052,0.99314
-6,-6,22.7,0.69344,0.61571,0.47842,0.52413,0.93668,0.93667,0.9913,1.0065,1.0065,0.9913
-6,-6,22.8,0.68565,0.61114,0.42264,0.52358,0.92434,0.92434,0.99435,1.0099,1.0099,0.99435
-6,-6,22.9,0.68358,0.60981,0.36923,0.51604,0.92917,0.92917,0.99562,0.99648,0.99648,0.99562
-6,-6,23,0.68322,0.6103,0.33359,0.52659,0.93455,0.93455,0.99283,0.98743,0.98743,0.99283
-6,-6,23.1,0.68212,0.61102,0.39591,0.53988,0.93834,0.93833,0.98912,0.98589,0.98589,0.98912
-6,-6,23.2,0.68007,0.61148,0.43209,0.54853,0.9413,0.94128,0.98491,0.98548,0.98548,0.98491
-6,-6,23.3,0.67711,0.61181,0.44334,0.5552,0.94291,0.9429,0.98223,0.98755,0.98755,0.98223
-6,-6,23.4,0.67301,0.61131,0.43425,0.56208,0.94206,0.94205,0.98188,0.99275,0.99275,0.98188
-6,-6,23.5,0.66677,0.60967,0.41298,0.5696,0.93741,0.9374,0.98446,1.0016,1.0016,0.98446
-6,-6,23.6,0.65813,0.60752,0.42063,0.57244,0.93116,0.93115,0.98966,1.011,1.0109,0.98966
-6,-6,23.7,0.65791,0.60418,0.52182,0.56633,0.94513,0.94512,0.9866,1.0104,1.0104,0.9866
-6,-6,23.8,0.66041,0.60123,0.60365,0.57034,0.95322,0.95321,0.98133,1.0202,1.0202,0.98133
-6,-6,23.9,0.66242,0.60144,0.64675,0.57439,0.96157,0.96156,0.97718,1.0245,1.0245,0.97718
-6,-6,24,0.66431,0.60481,0.66608,0.57383,0.97002,0.97,0.97516,1.0269,1.0269,0.97516
-6,-6,24.1,0.66618,0.60878,0.66858,0.56899,0.97695,0.97694,0.97588,1.0311,1.0311,0.97588
-6,-6,24.2,0.66717,0.61228,0.65224,0.56159,0.98109,0.98107,0.97913,1.0356,1.0356,0.97913
-6,-6,24.3,0.66543,0.61315,0.61671,0.55356,0.97964,0.97963,0.98371,1.0402,1.0402,0.98371
-6,-6,24.4,0.6619,0.6104,0.59287,0.54205,0.97777,0.97776,0.98759,1.0361,1.0361,0.98759
-6,-6,24.5,0.66691,0.6118,0.60952,0.52431,0.98249,0.98248,0.98403,1.036,1.036,0.98403
-6,-6,24.6,0.67318,0.61458,0.6099,0.51594,0.97983,0.97982,0.97935,1.0377,1.0377,0.97935
-6,-6,24.7,0.67824,0.61488,0.59648,0.51319,0.97876,0.97874,0.97838,1.0337,1.0337,0.97838
-6,-6,24.8,0.68324,0.61403,0.58088,0.51021,0.97969,0.97968,0.98133,1.0326,1.0326,0.98133
-6,-6,24.9,0.68829,0.61301,0.55925,0.50584,0.98112,0.98111,0.98647,1.0337,1.0337,0.98647
-6,-6,25,0.69212,0.61169,0.52561,0.50149,0.98095,0.98094,0.99295,1.0347,1.0347,0.99295
-6,-6,25.1,0.69197,0.61092,0.48178,0.50069,0.97464,0.97463,1.0014,1.0351,1.0351,1.0014
-6,-6,25.2,0.69133,0.61153,0.44626,0.50112,0.97197,0.97195,1.007,1.0302,1.0302,1.007
-6,-6,25.3,0.69542,0.61223,0.41962,0.49722,0.96644,0.96643,1.0051,1.037,1.0369,1.0051
-6,-6,25.4,0.70126,0.61302,0.39812,0.50471,0.95938,0.95937,1.0013,1.0353,1.0353,1.0013
-6,-6,25.5,0.70607,0.61568,0.38283,0.51886,0.95489,0.95488,1.0009,1.032,1.032,1.0009
-6,-6,25.6,0.71047,0.61916,0.37555,0.53197,0.95184,0.95183,1.0023,1.0318,1.0318,1.0023
